iter	TotalF1	MultiClass	Accuracy
616	0.7252376317	0.6765235332	0.7300613497
617	0.7252376317	0.6763300565	0.7300613497
618	0.7261327135	0.676132123	0.7309377739
619	0.7261327135	0.6759787059	0.7309377739
620	0.7261327135	0.6755115533	0.7309377739
621	0.7234568217	0.6753888384	0.7283085013
622	0.7244553325	0.675143472	0.7291849255
623	0.7234568217	0.6749616447	0.7283085013
624	0.7253502514	0.6749372157	0.7300613497
625	0.7234568217	0.6748824146	0.7283085013
626	0.7234568217	0.6747897978	0.7283085013
627	0.7253502514	0.6745829026	0.7300613497
628	0.7244553325	0.6744219952	0.7291849255
629	0.7253502514	0.6741811017	0.7300613497
630	0.7253502514	0.674026362	0.7300613497
631	0.7253502514	0.6739087814	0.7300613497
632	0.7253502514	0.6738618621	0.7300613497
633	0.7253502514	0.6735092803	0.7300613497
634	0.7253502514	0.673393893	0.7300613497
635	0.7253502514	0.6731637516	0.7300613497
636	0.7262060331	0.6730033122	0.7309377739
637	0.7262060331	0.6729700436	0.7309377739
638	0.7254226069	0.6721339541	0.7300613497
639	0.7254226069	0.6719771814	0.7300613497
640	0.7254226069	0.6717892305	0.7300613497
641	0.7245679213	0.6716167652	0.7291849255
642	0.7245679213	0.6715578975	0.7291849255
643	0.7245679213	0.6714457856	0.7291849255
644	0.7245679213	0.6714085129	0.7291849255
645	0.7254226069	0.6710614308	0.7300613497
646	0.7245679213	0.6709521859	0.7291849255
647	0.7263475594	0.6705839693	0.7309377739
648	0.725564505	0.67046106	0.7300613497
649	0.7256040252	0.6703622963	0.7300613497
650	0.7256040252	0.6701615129	0.7300613497
651	0.7263861527	0.6698106875	0.7309377739
652	0.7265982592	0.6692232573	0.7309377739
653	0.7274933941	0.6690869394	0.7318141981
654	0.7274933941	0.6689019781	0.7318141981
655	0.7274933941	0.6688260208	0.7318141981
656	0.7274933941	0.6687898659	0.7318141981
657	0.7283475324	0.6686172216	0.7326906223
658	0.7291316307	0.6682670432	0.7335670465
659	0.7291316307	0.66797323	0.7335670465
660	0.7291316307	0.6678594794	0.7335670465
661	0.7291316307	0.6676235827	0.7335670465
662	0.7291316307	0.6675760799	0.7335670465
663	0.7291316307	0.6674572811	0.7335670465
664	0.7291316307	0.6672962087	0.7335670465
665	0.7299864111	0.6670367747	0.7344434706
666	0.7299864111	0.6664890004	0.7344434706
667	0.7299864111	0.6660800897	0.7344434706
668	0.7299864111	0.6659445766	0.7344434706
669	0.7299864111	0.665669546	0.7344434706
670	0.7299864111	0.6655718566	0.7344434706
671	0.7299864111	0.6654608271	0.7344434706
672	0.7289890526	0.6650290662	0.7335670465
673	0.7290278298	0.6648206398	0.7335670465
674	0.7292012153	0.6641512942	0.7335670465
675	0.7292012153	0.664022284	0.7335670465
676	0.7282045742	0.6639591351	0.7326906223
677	0.7282045742	0.6638756022	0.7326906223
678	0.7282045742	0.6637609389	0.7326906223
679	0.7282045742	0.6636481674	0.7326906223
680	0.7290953921	0.6636106155	0.7335670465
681	0.730092352	0.6634505381	0.7344434706
682	0.7290953921	0.6632562635	0.7335670465
683	0.7292012153	0.6630289287	0.7335670465
684	0.7282045742	0.6629487751	0.7326906223
685	0.73176812	0.6628284926	0.736196319
686	0.7300264991	0.6626977003	0.7344434706
687	0.7300264991	0.6626649162	0.7344434706
688	0.7310239574	0.6625745825	0.7353198948
689	0.7308102067	0.6623284126	0.7353198948
690	0.732803119	0.6620510497	0.7370727432
691	0.7319117494	0.661816783	0.736196319
692	0.7317409129	0.6617331352	0.736196319
693	0.7317409129	0.6613021387	0.736196319
694	0.7319117494	0.6606788573	0.736196319
695	0.7327371519	0.66050873	0.7370727432
696	0.7319117494	0.6603909461	0.736196319
697	0.7328660412	0.6600109269	0.7370727432
698	0.731872513	0.6596051372	0.736196319
699	0.731872513	0.6595564104	0.736196319
700	0.7328660412	0.6594432086	0.7370727432
701	0.7328660412	0.659418988	0.7370727432
702	0.7328660412	0.6588992537	0.7370727432
703	0.7328660412	0.6588681105	0.7370727432
704	0.7319117494	0.6582718767	0.736196319
705	0.732803119	0.6580106413	0.7370727432
706	0.7336289977	0.6579069863	0.7379491674
707	0.731807468	0.6577578182	0.736196319
708	0.732803119	0.6575390007	0.7370727432
709	0.732803119	0.6575066463	0.7370727432
710	0.7319117494	0.6573098319	0.736196319
711	0.7319117494	0.6570403027	0.736196319
712	0.7319117494	0.6569748623	0.736196319
713	0.7319117494	0.6567292243	0.736196319
714	0.7336289977	0.6564270442	0.7379491674
715	0.7336289977	0.6563674317	0.7379491674
716	0.7336289977	0.6562374586	0.7379491674
717	0.7327371519	0.6560407957	0.7370727432
718	0.7327371519	0.6559559468	0.7370727432
719	0.7327371519	0.6557993768	0.7370727432
720	0.7317409129	0.6555735445	0.736196319
721	0.7317409129	0.6555411765	0.736196319
722	0.7343458279	0.6554139771	0.7388255916
723	0.7342401365	0.6552917298	0.7388255916
724	0.732565349	0.6549122988	0.7370727432
725	0.7335624952	0.6545295332	0.7379491674
726	0.7335624952	0.6543927261	0.7379491674
727	0.7335624952	0.6543221076	0.7379491674
728	0.7335624952	0.6542178076	0.7379491674
729	0.7345580424	0.6540959151	0.7388255916
730	0.7345580424	0.6538172024	0.7388255916
731	0.7345580424	0.6537077844	0.7388255916
732	0.7335624952	0.6534613853	0.7379491674
733	0.7335624952	0.6532441113	0.7379491674
734	0.7335624952	0.6532242473	0.7379491674
735	0.732565349	0.6531313782	0.7370727432
736	0.732565349	0.6530067516	0.7370727432
737	0.7335624952	0.652854069	0.7379491674
738	0.7335604075	0.6526356793	0.7379491674
739	0.7335604075	0.6525057228	0.7379491674
740	0.7335604075	0.652434947	0.7379491674
741	0.7354480106	0.6523422795	0.7397020158
742	0.7354480106	0.6523066697	0.7397020158
743	0.7354480106	0.6521009758	0.7397020158
744	0.7344530597	0.651721027	0.7388255916
745	0.7344530597	0.6515454274	0.7388255916
746	0.7352367096	0.6512450299	0.7397020158
747	0.7352367096	0.6510629496	0.7397020158
748	0.7352367096	0.6508585617	0.7397020158
749	0.7344530597	0.6507712978	0.7388255916
750	0.7344530597	0.6506372182	0.7388255916
751	0.7352367096	0.65038177	0.7397020158
752	0.7362323631	0.6500383399	0.74057844
753	0.7354480106	0.6499048676	0.7397020158
754	0.7354480106	0.6496838771	0.7397020158
755	0.7354480106	0.6495714876	0.7397020158
756	0.7354480106	0.6493795069	0.7397020158
757	0.7362323631	0.6490342407	0.74057844
758	0.7378408559	0.648726464	0.7423312883
759	0.7370168572	0.6485425707	0.7414548642
760	0.7362323631	0.6483435421	0.74057844
761	0.7370168572	0.6481701688	0.7414548642
762	0.7370168572	0.6481446724	0.7414548642
763	0.7378408559	0.6479218314	0.7423312883
764	0.7379092507	0.6477587104	0.7423312883
765	0.7379092507	0.6477150761	0.7423312883
766	0.7379092507	0.6476928973	0.7423312883
767	0.7379092507	0.6476434456	0.7423312883
768	0.7379092507	0.647441479	0.7423312883
769	0.7379092507	0.6472442862	0.7423312883
770	0.7379092507	0.6471668544	0.7423312883
771	0.7379092507	0.647107613	0.7423312883
772	0.7379092507	0.6470881887	0.7423312883
773	0.7379092507	0.6468232741	0.7423312883
774	0.7389029534	0.6466265798	0.7432077125
775	0.7389029534	0.6464598758	0.7432077125
776	0.7379092507	0.6463439364	0.7423312883
777	0.7388007634	0.6462088287	0.7432077125
778	0.7397961398	0.6460330366	0.7440841367
779	0.7397961398	0.6459390342	0.7440841367
780	0.7397961398	0.6459291034	0.7440841367
781	0.7397961398	0.6455302943	0.7440841367
782	0.7397961398	0.6453919831	0.7440841367
783	0.7397961398	0.6452289206	0.7440841367
784	0.7397961398	0.64501345	0.7440841367
785	0.7417793092	0.6447421783	0.7458369851
786	0.7426336752	0.6446775656	0.7467134093
787	0.7417793092	0.6445611276	0.7458369851
788	0.7417793092	0.6444459404	0.7458369851
789	0.7417793092	0.6441894624	0.7458369851
790	0.7407899334	0.6440827967	0.7449605609
791	0.7407899334	0.6440424453	0.7449605609
792	0.7443412062	0.6439646258	0.7484662577
793	0.7434876367	0.6438752645	0.7475898335
794	0.7426336752	0.6437639575	0.7467134093
795	0.7436244149	0.6436692489	0.7475898335
796	0.7453685146	0.6433211332	0.7493426819
797	0.7444793528	0.6432501776	0.7484662577
798	0.7444793528	0.6429146556	0.7484662577
799	0.7443412062	0.6427566542	0.7484662577
800	0.7443412062	0.6426230928	0.7484662577
801	0.7434529965	0.6424222504	0.7475898335
802	0.7434529965	0.6421438825	0.7475898335
803	0.7418088054	0.6420431777	0.7458369851
804	0.7426368329	0.6418402892	0.7467134093
805	0.7426368329	0.6417728042	0.7467134093
806	0.7426368329	0.6416415214	0.7467134093
807	0.7434249743	0.6415844952	0.7475898335
808	0.744315158	0.6413844802	0.7484662577
809	0.7452044744	0.6412897339	0.7493426819
810	0.7444160234	0.6411762693	0.7484662577
811	0.7452672523	0.6411185925	0.7493426819
812	0.7435268616	0.6409967654	0.7475898335
813	0.7443796046	0.6406763472	0.7484662577
814	0.7443796046	0.6406369001	0.7484662577
815	0.7443796046	0.6405946827	0.7484662577
816	0.7443796046	0.6405728083	0.7484662577
817	0.7443796046	0.6402256757	0.7484662577
818	0.7454049139	0.6399032366	0.7493426819
819	0.7454049139	0.6398069787	0.7493426819
820	0.7452672523	0.6394162096	0.7493426819
821	0.7452672523	0.6391901494	0.7493426819
822	0.7452672523	0.6391446104	0.7493426819
823	0.7452672523	0.63905395	0.7493426819
824	0.7452672523	0.6390105507	0.7493426819
825	0.7452672523	0.6386439066	0.7493426819
826	0.7443796046	0.6384610753	0.7484662577
827	0.7452672523	0.6383199515	0.7493426819
828	0.7443796046	0.6382798429	0.7484662577
829	0.7462568176	0.6382226817	0.750219106
830	0.7443796046	0.6382002957	0.7484662577
831	0.7462568176	0.6381336153	0.750219106
832	0.7462568176	0.6378962408	0.750219106
833	0.7452672523	0.6375032293	0.7493426819
834	0.7442758597	0.6374087789	0.7484662577
835	0.7451619996	0.6373235564	0.7493426819
836	0.7461540475	0.6371721989	0.750219106
837	0.7471442699	0.6368353048	0.7510955302
838	0.7479348296	0.63652659	0.7519719544
839	0.7471442699	0.6364237536	0.7510955302
840	0.7471442699	0.6363692355	0.7510955302
841	0.7489240642	0.6361847524	0.7528483786
842	0.7489240642	0.635680725	0.7528483786
843	0.7471442699	0.6353988244	0.7510955302
844	0.7481326829	0.6352691019	0.7519719544
845	0.7491193023	0.635068008	0.7528483786
846	0.7462568176	0.6348452793	0.750219106
847	0.7470452889	0.6345837945	0.7510955302
848	0.7471466851	0.634123296	0.7510955302
849	0.7488271945	0.6340060794	0.7528483786
850	0.7479379277	0.6338966049	0.7519719544
851	0.749022572	0.6336226179	0.7528483786
852	0.749022572	0.6335689957	0.7528483786
853	0.749022572	0.6334361125	0.7528483786
854	0.7498147808	0.63332334	0.7537248028
855	0.7498147808	0.6331863718	0.7537248028
856	0.7507038584	0.6330885248	0.754601227
857	0.7498147808	0.633029729	0.7537248028
858	0.7497530422	0.6325445652	0.7537248028
859	0.7489240642	0.6323346372	0.7528483786
860	0.7523235975	0.6319340556	0.7563540754
861	0.7525186282	0.6317868156	0.7563540754
862	0.7523235975	0.6315585454	0.7563540754
863	0.7523235975	0.6315513773	0.7563540754
864	0.753212425	0.63144921	0.7572304996
865	0.7542004965	0.6312709673	0.7581069238
866	0.7542004965	0.6311950303	0.7581069238
867	0.7542004965	0.6310961832	0.7581069238
868	0.7542004965	0.631030691	0.7581069238
869	0.7542004965	0.6308388632	0.7581069238
870	0.7542004965	0.6308064115	0.7581069238
871	0.7542004965	0.6306960807	0.7581069238
872	0.7533727052	0.6306270208	0.7572304996
873	0.7543588455	0.6303785056	0.7581069238
874	0.7534691272	0.6302245829	0.7572304996
875	0.7543588455	0.6298268011	0.7581069238
876	0.7543588455	0.6297112454	0.7581069238
877	0.7543588455	0.6296348972	0.7581069238
878	0.7533727052	0.6295612157	0.7572304996
879	0.7533727052	0.6295342368	0.7572304996
880	0.7533727052	0.6294867059	0.7572304996
881	0.7561709732	0.6290088445	0.7598597721
882	0.7543586679	0.6287983072	0.7581069238
883	0.7543586679	0.6284882676	0.7581069238
884	0.7560416458	0.62820402	0.7598597721
885	0.7560416458	0.6281909002	0.7598597721
886	0.7561348629	0.6281084434	0.7598597721
887	0.756135807	0.6279892489	0.7598597721
888	0.756135807	0.6279416312	0.7598597721
889	0.756135807	0.627880572	0.7598597721
890	0.756135807	0.6277079377	0.7598597721
891	0.7562315515	0.6273667184	0.7598597721
892	0.7560423523	0.6271318971	0.7598597721
893	0.7560423523	0.6270280696	0.7598597721
894	0.7570268083	0.6269358603	0.7607361963
895	0.7570268083	0.6269044962	0.7607361963
896	0.7560416458	0.6266758636	0.7598597721
897	0.7542004965	0.6265370184	0.7581069238
898	0.7532120855	0.6264035403	0.7572304996
899	0.7542008225	0.6263553812	0.7581069238
900	0.7542008225	0.6263226556	0.7581069238
901	0.7542008225	0.6262795081	0.7581069238
902	0.7542008225	0.6260704497	0.7581069238
903	0.7541004567	0.6258639132	0.7581069238
904	0.7560761109	0.6256484421	0.7598597721
905	0.7559769879	0.6254724754	0.7598597721
906	0.7550898612	0.6253876136	0.7589833479
907	0.7559780797	0.6251189669	0.7598597721
908	0.7550898612	0.6250517101	0.7589833479
909	0.7541004567	0.6249653734	0.7581069238
910	0.7550891546	0.6248763727	0.7589833479
911	0.7550891546	0.6247803258	0.7589833479
912	0.7559173403	0.6246375148	0.7598597721
913	0.7577933762	0.6245085195	0.7616126205
914	0.7560761109	0.6243504006	0.7598597721
915	0.7550891546	0.6242342399	0.7589833479
916	0.7549535781	0.6238275685	0.7589833479
917	0.7558820125	0.6235575764	0.7598597721
918	0.7558820125	0.6234545488	0.7598597721
919	0.7569054371	0.6233014178	0.7607361963
920	0.7578901057	0.6232804583	0.7616126205
921	0.7569044434	0.6229242272	0.7607361963
922	0.7559173403	0.6227880991	0.7598597721
923	0.7569044434	0.622709433	0.7607361963
924	0.755917272	0.622509985	0.7598597721
925	0.7576937551	0.622500591	0.7616126205
926	0.7576937551	0.6223138077	0.7616126205
927	0.755816939	0.6220762015	0.7598597721
928	0.7567044916	0.6219950373	0.7607361963
929	0.7558739305	0.6217521599	0.7598597721
930	0.7550244968	0.6216518643	0.7589833479
931	0.7550244968	0.6216011566	0.7589833479
932	0.754882064	0.6215636228	0.7589833479
933	0.754882064	0.6214468848	0.7589833479
934	0.7558739305	0.6213946914	0.7598597721
935	0.7567028276	0.6209682832	0.7607361963
936	0.7567028276	0.6209126351	0.7607361963
937	0.7557108143	0.6207619078	0.7598597721
938	0.7557108143	0.6205482922	0.7598597721
939	0.756806881	0.6204369367	0.7607361963
940	0.7576939362	0.6202192686	0.7616126205
941	0.7576939362	0.6201306872	0.7616126205
942	0.7576939362	0.6200694641	0.7616126205
943	0.756806881	0.6200111807	0.7607361963
944	0.757598779	0.6199438078	0.7616126205
945	0.757598779	0.6198158306	0.7616126205
946	0.7594762161	0.6196977308	0.7633654689
947	0.7594762161	0.6194196575	0.7633654689
948	0.7613496711	0.6191656535	0.7651183173
949	0.7593743119	0.6190195171	0.7633654689
950	0.7613496711	0.6187524251	0.7651183173
951	0.7613496711	0.6185827116	0.7651183173
952	0.7622361928	0.6183611093	0.7659947415
953	0.7613496711	0.6182219166	0.7651183173
954	0.7595700405	0.618047715	0.7633654689
955	0.7622361928	0.6177854298	0.7659947415
956	0.7622361928	0.6176002816	0.7659947415
957	0.7622361928	0.6175662603	0.7659947415
958	0.7604180958	0.6174163918	0.7642418931
959	0.7604180958	0.617271902	0.7642418931
960	0.7606106871	0.6169829687	0.7642418931
961	0.7596239085	0.6169495902	0.7633654689
962	0.7594656046	0.6167632875	0.7633654689
963	0.7594673015	0.6166178391	0.7633654689
964	0.7594673015	0.6165342487	0.7633654689
965	0.7594673015	0.6163742996	0.7633654689
966	0.7594673015	0.6162583131	0.7633654689
967	0.7594673015	0.6162420397	0.7633654689
968	0.7614443814	0.616188447	0.7651183173
969	0.7606118567	0.6160459807	0.7642418931
970	0.7578554075	0.6158638452	0.7616126205
971	0.7588399293	0.6156308064	0.7624890447
972	0.7598226999	0.6155432709	0.7633654689
973	0.7607097405	0.6155096763	0.7642418931
974	0.7615959721	0.6154082701	0.7651183173
975	0.7615959721	0.6153396251	0.7651183173
976	0.7615959721	0.615314518	0.7651183173
977	0.7606106871	0.6152578685	0.7642418931
978	0.7624286425	0.6150462045	0.7659947415
979	0.7614443814	0.6149623109	0.7651183173
980	0.7604557447	0.6149152898	0.7642418931
981	0.7604557447	0.6147935914	0.7642418931
982	0.7623295533	0.614668065	0.7659947415
983	0.7613406455	0.6145618549	0.7651183173
984	0.7606118567	0.614429641	0.7642418931
985	0.7606118567	0.6143963407	0.7642418931
986	0.7606118567	0.6143304414	0.7642418931
987	0.7615980727	0.6142335584	0.7651183173
988	0.7614966118	0.6140667206	0.7651183173
989	0.7624814026	0.6137852791	0.7659947415
990	0.7622913429	0.6136501237	0.7659947415
991	0.7614966118	0.6135953144	0.7651183173
992	0.7624814026	0.6135348294	0.7659947415
993	0.7614966118	0.613414424	0.7651183173
994	0.7632769127	0.6130453355	0.7668711656
995	0.7631233196	0.612899576	0.7668711656
996	0.7631233196	0.6126638147	0.7668711656
997	0.7632230425	0.6124129107	0.7668711656
998	0.7642063424	0.6122469303	0.7677475898
999	0.7642063424	0.6121318336	0.7677475898
