;missing in:;chi2:;p_value;category
558;neoplasm_histologic_grade;12.567448276787125;0.9230180576075078;casp8_mut
560;neoplasm_histologic_grade;12.567448276787125;0.9230180576075078;smarcc1_mut
6857;tbl1xr1_mut;0.009311304433424566;0.9231273649508764;overall_survival
194;3-gene_classifier_subtype;77.87281937511557;0.9231882658441177;tbx3_mut
391;primary_tumor_laterality;18.91586802183482;0.9234263362598166;cacna2d3_mut
1394;myo3a_mut;55.548272404152144;0.9243946584655064;atr_mut
310;primary_tumor_laterality;0.008581100792837824;0.9261941480830967;inferred_menopausal_state
6098;foxo1_mut;1.927383590060624;0.9262544278925523;pam50_+_claudin-low_subtype
5809;agtr2_mut;0.008511729574260012;0.9264922346907185;inferred_menopausal_state
246;3-gene_classifier_subtype;20.399843221093892;0.9268430247063828;lifr_mut
2996;stk11_mut;0.8836270128671823;0.9268979500417682;tumor_stage
6247;nt5e_mut;1.9190663962027605;0.9269894386865962;pam50_+_claudin-low_subtype
595;cellularity;0.008366519937401232;0.9271201893829544;chemotherapy
5819;agtr2_mut;0.15046088731646007;0.9275297183573469;death_from_cancer
5521;dtwd2_mut;0.15046088731646007;0.9275297183573469;death_from_cancer
2696;sik1_mut;0.008086681022192859;0.9283460395193708;pr_status
5111;ldlrap1_mut;51.711613059916225;0.9290244313450966;stab2_mut
898;myo1a_mut;0.1469165857319786;0.9291748982053865;neoplasm_histologic_grade
369;primary_tumor_laterality;37.000568527895766;0.929284922197858;setd2_mut
3300;ptpn22_mut;190.87492886837794;0.9294413168335767;kmt2c_mut
3449;tumor_size;190.8749288683779;0.9294413168335769;kmt2c_mut
2131;er_status_measured_by_ihc;63.98026862407202;0.929584913391447;notch1_mut
2536;nek1_mut;0.1440214478141418;0.9305209169378588;neoplasm_histologic_grade
333;primary_tumor_laterality;109.6470891246895;0.9310868873922699;ush2a_mut
6122;foxo1_mut;190.63621066209717;0.9311184074427613;kmt2c_mut
2865;type_of_breast_surgery;87.0413564951291;0.93112723641143;herc2_mut
2269;fam20c_mut;101.43297058724438;0.9315580253537151;dnah5_mut
3140;sik2_mut;1.3282734851308726;0.9319956441997944;oncotree_code
3124;sik2_mut;1.3282734851308724;0.9319956441997944;cancer_type_detailed
808;ep300_mut;35.96114913829818;0.9323758460168479;arid1b_mut
658;cellularity;35.96114913829818;0.9323758460168479;lamb3_mut
807;ep300_mut;35.96114913829817;0.9323758460168481;lamb3_mut
2114;er_status_measured_by_ihc;127.72420205756163;0.9324760774720908;dnah11_mut
2529;nek1_mut;1.3186253734310038;0.9330035222834288;cancer_type_detailed
2545;nek1_mut;1.3186253734310038;0.9330035222834288;oncotree_code
2445;npnt_mut;35.91296388428781;0.933158998602067;lamb3_mut
162;3-gene_classifier_subtype;0.006991828315866174;0.933360828385744;inferred_menopausal_state
296;primary_tumor_laterality;0.006981082264679838;0.9334119392790365;type_of_breast_surgery
520;neoplasm_histologic_grade;30.827732151044536;0.9334884549395577;afdn_mut
4183;large1_mut;1.3096712637182457;0.9339333734778276;oncotree_code
4167;large1_mut;1.3096712637182455;0.9339333734778276;cancer_type_detailed
3922;hdac9_mut;52.141570492745366;0.9349950331558454;col22a1_mut
5241;clrn2_mut;78.5781069109281;0.9353537685757315;pde4dip_mut
325;primary_tumor_laterality;169.60767537206857;0.9356133146047183;syne1_mut
4345;tumor_other_histologic_subtype;127.32562766610299;0.9357734178487337;dnah11_mut
4491;oncotree_code;127.32562766610299;0.9357734178487337;dnah11_mut
4637;cancer_type_detailed;127.32562766610299;0.9357734178487337;dnah11_mut
5217;clrn2_mut;1.2855713218680296;0.9364093528767932;oncotree_code
5201;clrn2_mut;1.2855713218680296;0.9364093528767932;cancer_type_detailed
5515;dtwd2_mut;1.2855713218680296;0.9364093528767932;oncotree_code
5499;dtwd2_mut;1.2855713218680296;0.9364093528767932;cancer_type_detailed
3365;ptpn22_mut;14.415953421198996;0.9366911533044374;usp28_mut
5669;ctnna1_mut;0.8102077902492619;0.9370743523807599;tumor_stage
4632;cancer_type_detailed;189.7401509104607;0.9371522117585734;kmt2c_mut
4486;oncotree_code;189.7401509104607;0.9371522117585734;kmt2c_mut
4340;tumor_other_histologic_subtype;189.7401509104607;0.9371522117585734;kmt2c_mut
468;neoplasm_histologic_grade;132.63179014888905;0.9371654164865304;pik3ca_mut
1201;mutation_count;0.006144155935753065;0.9375220703941225;inferred_menopausal_state
5516;dtwd2_mut;0.006111223451408144;0.9376893935165265;overall_survival
5814;agtr2_mut;0.006111223451408144;0.9376893935165265;overall_survival
3284;ptpn22_mut;0.00603760990596907;0.9380650565574467;hormone_therapy
2574;nek1_mut;76.49504818561223;0.9384814702128509;tbx3_mut
3609;flt3_mut;100.5366990954583;0.939765188006606;dnah5_mut
442;primary_tumor_laterality;0.11803277154543723;0.9426913223047947;prps2_mut
805;ep300_mut;36.111282064673354;0.9430212879540412;map2k4_mut
761;ep300_mut;0.005077380417183329;0.9431942203749389;radio_therapy
5985;magea8_mut;85.78718352410905;0.9433279764439916;herc2_mut
803;ep300_mut;46.2819319082934;0.9435577891164124;runx1_mut
2697;sik1_mut;0.0049549808581252925;0.9438819570644537;radio_therapy
2550;nek1_mut;0.7566737786815683;0.9441603456283042;tumor_stage
493;neoplasm_histologic_grade;66.21251336717675;0.944210660382391;lama2_mut
5956;magea8_mut;2.2388601796540932;0.9454462762531723;tumor_other_histologic_subtype
5822;agtr2_mut;259.0176839042964;0.9454940557564574;muc16_mut
3757;taf4b_mut;106.06128203391307;0.946206325661717;ryr2_mut
397;primary_tumor_laterality;18.67650021987787;0.9465234964126907;l1cam_mut
891;myo1a_mut;1.1795293122054418;0.9468261103062171;cancer_type_detailed
907;myo1a_mut;1.1795293122054418;0.9468261103062171;oncotree_code
812;ep300_mut;35.81182774125475;0.9471868519722205;ptprd_mut
3287;ptpn22_mut;0.004381493950068852;0.9472242858038918;primary_tumor_laterality
4775;ppp2r2a_mut;0.7290039182125567;0.9477045682411176;tumor_stage
4314;tumor_other_histologic_subtype;0.0040563187361616435;0.9492176760622534;type_of_breast_surgery
4606;cancer_type_detailed;0.0040563187361616435;0.9492176760622534;type_of_breast_surgery
4460;oncotree_code;0.0040563187361616435;0.9492176760622534;type_of_breast_surgery
11;tumor_stage;0.004016522600519948;0.9494670652282255;her2_status
1348;myo3a_mut;2.1569398189268467;0.9506456264013994;tumor_other_histologic_subtype
270;3-gene_classifier_subtype;10.74200743494424;0.9526405390920044;men1_mut
2569;nek1_mut;76.72972021166343;0.9526901969972925;pde4dip_mut
773;ep300_mut;123.93400215029843;0.9537314695768867;ahnak_mut
3721;taf4b_mut;0.0942822966885174;0.9539527392375485;cellularity
629;cellularity;106.7657605253979;0.9541803993261382;ush2a_mut
1354;myo3a_mut;1.0852357760263862;0.9554021731297573;oncotree_code
1338;myo3a_mut;1.0852357760263862;0.9554021731297573;cancer_type_detailed
3890;hdac9_mut;0.6659266899236562;0.9554634174768903;tumor_stage
271;3-gene_classifier_subtype;10.62058032554848;0.9554749591794314;brip1_mut
244;3-gene_classifier_subtype;20.52175401069519;0.9557199844804126;arid2_mut
2080;kdm3a_mut;0.08787076889711892;0.9570157935784775;age_group
5646;ctnna1_mut;0.002890480040802809;0.9571238413424569;type_of_breast_surgery
5795;agtr2_mut;0.002890480040802809;0.9571238413424569;type_of_breast_surgery
6414;braf_mut;0.6485630863127755;0.9575173266634557;tumor_stage
5376;prr16_mut;209.96710563090897;0.9579346878829597;ahnak2_mut
6712;nr3c1_mut;0.6358001717339161;0.9590035905543404;tumor_stage
5073;ldlrap1_mut;0.6358001717339161;0.9590035905543404;tumor_stage
2009;kdm3a_mut;29.09682035599467;0.9591943273424676;afdn_mut
2688;sik1_mut;2.0106734221562794;0.9592472559412623;tumor_other_histologic_subtype
5356;prr16_mut;0.002566704541506072;0.9595943359577143;er_status
5654;ctnna1_mut;0.002566704541506072;0.9595943359577143;er_status
6105;foxo1_mut;1.9754170402182691;0.961188426996427;tumor_other_histologic_subtype
901;myo1a_mut;1.9752175407539099;0.9611992642192811;tumor_other_histologic_subtype
590;neoplasm_histologic_grade;0.07868527268469411;0.9614212348492925;prps2_mut
4468;oncotree_code;0.07661862644720158;0.9624152070969239;neoplasm_histologic_grade
4322;tumor_other_histologic_subtype;0.07661862644720158;0.9624152070969239;neoplasm_histologic_grade
4614;cancer_type_detailed;0.07661862644720158;0.9624152070969239;neoplasm_histologic_grade
405;primary_tumor_laterality;13.20946813703574;0.9625419791212335;smarcc2_mut
3774;taf4b_mut;52.132299423292025;0.9625782508865124;pten_mut
2425;npnt_mut;73.62114197499311;0.9630543832836072;tbx3_mut
264;3-gene_classifier_subtype;10.985248981038458;0.9630733106792296;smarcc1_mut
5649;ctnna1_mut;0.0738959718660796;0.9637262613677032;cellularity
747;ep300_mut;0.0020633781515691056;0.9637690148052827;er_status_measured_by_ihc
2130;er_status_measured_by_ihc;63.980268624071996;0.9637840700465513;lama2_mut
2708;sik1_mut;159.18037132190926;0.9640047919278678;map3k1_mut
941;myo1a_mut;46.031948282267614;0.9640784015652506;cbfb_mut
2382;npnt_mut;0.0020226783050826774;0.9641278767522147;chemotherapy
3147;sik2_mut;128.35713345091492;0.9644690839187213;pik3ca_mut
3134;sik2_mut;1.9101416914086906;0.9646458633877816;tumor_other_histologic_subtype
4933;nf2_mut;158.92188990975748;0.9651732665286774;map3k1_mut
5360;prr16_mut;1.8960927012302693;0.9653667567059081;tumor_other_histologic_subtype
181;3-gene_classifier_subtype;122.74655870445346;0.9656169671032435;dnah11_mut
492;neoplasm_histologic_grade;66.25252047077413;0.9660410229153189;arid1a_mut
5667;ctnna1_mut;0.0017993282874385521;0.9661650887866299;radio_therapy
6254;nt5e_mut;1.863461487325338;0.9670093466145828;tumor_other_histologic_subtype
1455;myo3a_mut;9.346966324024354;0.9672619726735692;dcaf4l2_mut
858;ep300_mut;10.711454633793817;0.9681155207750278;palld_mut
3752;taf4b_mut;122.22461056975763;0.968173077610664;dnah11_mut
2413;npnt_mut;109.69801259300922;0.968415390406902;cdh1_mut
3288;ptpn22_mut;264.3505226956845;0.9688061012072404;nottingham_prognostic_index
243;3-gene_classifier_subtype;16.526754604872256;0.9690302603606591;cacna2d3_mut
930;myo1a_mut;82.24174292878106;0.969183610677075;herc2_mut
2699;sik1_mut;0.5369238046095632;0.9698083189357093;tumor_stage
1798;sbno1_mut;3.392285753073181;0.9706297693323995;integrative_cluster
887;ep300_mut;0.058439764685821474;0.9712028906198752;prps2_mut
738;cellularity;0.058439764685821474;0.9712028906198752;prps2_mut
217;3-gene_classifier_subtype;11.232852614261068;0.9712668518292795;sf3b1_mut
2407;npnt_mut;182.7697809590943;0.9714881066215918;kmt2c_mut
2540;nek1_mut;0.0012411927419726148;0.9718958896484297;hormone_therapy
616;cellularity;126.59860558937469;0.9725371782224245;pik3ca_mut
3460;tumor_size;95.59877116552364;0.9725648650671226;dnah5_mut
6702;nr3c1_mut;0.0011510123154786951;0.9729357036625461;hormone_therapy
2686;sik1_mut;0.22303617228984154;0.9737874951038459;her2_status_measured_by_snp6
1036;myo1a_mut;0.05067250582811958;0.9749820163593284;prps2_mut
1185;fanca_mut;0.04956767506641359;0.9755207602127154;prps2_mut
1545;ptprm_mut;51.95233022617083;0.9759029486571329;ncor1_mut
1483;myo3a_mut;0.048464032933821816;0.9760592216723344;prps2_mut
1334;mutation_count;0.048464032933821816;0.9760592216723344;prps2_mut
905;myo1a_mut;0.0008949790216619516;0.9761338859108134;primary_tumor_laterality
392;primary_tumor_laterality;18.91586802183482;0.976338912383498;arid2_mut
5509;dtwd2_mut;1.6498869560277867;0.9766626126289386;tumor_other_histologic_subtype
5211;clrn2_mut;1.6498869560277867;0.9766626126289386;tumor_other_histologic_subtype
4179;large1_mut;0.000795442307272144;0.9774997765265765;inferred_menopausal_state
2887;type_of_breast_surgery;42.56374255459002;0.9775025668076303;runx1_mut
6713;nr3c1_mut;0.04534640488982316;0.9775819029535147;death_from_cancer
525;neoplasm_histologic_grade;27.22109252304185;0.9778848696349607;ubr5_mut
188;3-gene_classifier_subtype;80.48780780780781;0.9779595286434639;herc2_mut
1391;myo3a_mut;47.366059641363265;0.9783582295479146;col22a1_mut
621;cellularity;160.7509738765879;0.9784129798110472;syne1_mut
164;3-gene_classifier_subtype;0.0007249235391222218;0.9785200288697378;primary_tumor_laterality
1517;ptprm_mut;155.26497142855297;0.9787130722855746;map3k1_mut
3451;tumor_size;96.74622996395478;0.9788966160517568;gata3_mut
6861;tbl1xr1_mut;0.4414506538552687;0.9789447094766082;tumor_stage
1142;fanca_mut;12.784756891351734;0.9790316911249175;chd1_mut
4199;large1_mut;119.4899471625609;0.9792133250918738;dnah11_mut
4039;prkacg_mut;0.435147297160947;0.9794994699038883;tumor_stage
1042;fanca_mut;0.0006112048820511626;0.9802762617673301;chemotherapy
1632;ptprm_mut;0.03967745732651391;0.9803567640044797;prps2_mut
1781;gldc_mut;0.03749256646857045;0.981428335480187;prps2_mut
782;ep300_mut;71.94131035851078;0.9814311685198426;pde4dip_mut
518;neoplasm_histologic_grade;27.503085655209265;0.9814943137644676;setd1a_mut
280;3-gene_classifier_subtype;4.668049382716049;0.9817925284062938;prkcz_mut
5229;clrn2_mut;159.15218278253775;0.9827775119582864;syne1_mut
1930;sbno1_mut;0.03422398375079763;0.9830335866950333;prps2_mut
2252;fam20c_mut;0.38917939643033816;0.9833531946577747;tumor_stage
213;3-gene_classifier_subtype;32.59823571945047;0.9838900001416797;ros1_mut
2227;er_status_measured_by_ihc;0.03205074252009064;0.9841023518218694;prps2_mut
952;myo1a_mut;41.24288853750446;0.9846031713041712;runx1_mut
3456;tumor_size;95.79991623634909;0.9849497797115924;dnah2_mut
6422;braf_mut;94.91138740334505;0.98502051977423;gata3_mut
2401;npnt_mut;0.3662337386788269;0.9851469131042161;tumor_stage
2376;fam20c_mut;0.029882135065994943;0.9851699963906352;prps2_mut
1090;fanca_mut;42.71671285309162;0.9852398188023483;cbfb_mut
546;neoplasm_histologic_grade;12.842574684502605;0.985332438899252;pbrm1_mut
195;3-gene_classifier_subtype;59.957567484473955;0.9853344438000131;col6a3_mut
2994;stk11_mut;0.0003273579941932955;0.985564632573652;radio_therapy
4195;large1_mut;157.943685291812;0.9855699261096934;syne1_mut
2886;type_of_breast_surgery;42.58670201302529;0.9857968931189822;myh9_mut
2525;npnt_mut;0.027718146584112452;0.9862365215360611;prps2_mut
2556;nek1_mut;177.10481611338258;0.9865325907048839;kmt2c_mut
2674;nek1_mut;0.026637879848611778;0.9867693646800632;prps2_mut
347;primary_tumor_laterality;42.29928467221529;0.9869683047634717;cbfb_mut
388;primary_tumor_laterality;19.035936346478106;0.9871269984742213;foxo3_mut
1087;fanca_mut;61.90420344663488;0.9872040186180356;arid1a_mut
3145;sik2_mut;0.33807207770243214;0.9872257640654546;tumor_stage
2823;sik1_mut;0.025558762333042488;0.9873019283944778;prps2_mut
1942;kdm3a_mut;0.13269442913881813;0.9876440831315484;her2_status_measured_by_snp6
2971;type_of_breast_surgery;0.023403967634047052;0.988366218103789;prps2_mut
3431;tumor_size;0.00020538465050048082;0.9885657104112848;her2_status
3269;sik2_mut;0.02232828679652411;0.9888979443835484;prps2_mut
3120;stk11_mut;0.02232828679652411;0.9888979443835484;prps2_mut
3046;stk11_mut;29.147303437266267;0.9891782713120509;usp9x_mut
2380;npnt_mut;0.5735754946816566;0.9891811098486355;cancer_type_detailed
2396;npnt_mut;0.5735754946816566;0.9891811098486355;oncotree_code
3418;ptpn22_mut;0.021253747870718275;0.9894293918034441;prps2_mut
3567;tumor_size;0.021253747870718275;0.9894293918034441;prps2_mut
2390;npnt_mut;1.258777252677087;0.9895100071706362;tumor_other_histologic_subtype
589;neoplasm_histologic_grade;0.11808999630164768;0.9895815113847686;ndfip1_mut
331;primary_tumor_laterality;93.89898359081691;0.9896705192701226;dnah2_mut
3716;flt3_mut;0.020180349039263426;0.9899605605061447;prps2_mut
522;neoplasm_histologic_grade;27.34168612049473;0.9902905995921314;rb1_mut
1687;gldc_mut;55.06029199038389;0.9903062373813449;ncor2_mut
386;primary_tumor_laterality;19.15626205231034;0.9903626952177551;ctnna3_mut
951;myo1a_mut;41.29514875970082;0.9904617397635731;myh9_mut
3865;taf4b_mut;0.01910808848864788;0.9904914506344116;prps2_mut
4014;hdac9_mut;0.01910808848864788;0.9904914506344116;prps2_mut
387;primary_tumor_laterality;19.096066975048796;0.9906409480739324;brca1_mut
1958;kdm3a_mut;283.4786033020972;0.9907101287628279;tp53_mut
6158;foxo1_mut;30.274074958296993;0.99072972654681;map2k4_mut
346;primary_tumor_laterality;54.792973426754386;0.9909938703797307;notch1_mut
4163;prkacg_mut;0.018036964409204152;0.9910220623310989;prps2_mut
2271;fam20c_mut;68.76716083635574;0.9910652581498808;pde4dip_mut
230;3-gene_classifier_subtype;21.871429083736782;0.9912378696751448;pik3r1_mut
3459;tumor_size;95.63201108018616;0.991291323657297;ryr2_mut
4312;large1_mut;0.016966974995098826;0.9915523957391523;prps2_mut
2399;npnt_mut;0.00011178465432801636;0.991564262357764;radio_therapy
784;ep300_mut;71.81853800168884;0.9916517828291348;tg_mut
1981;kdm3a_mut;60.13652758868466;0.9918767981142657;arid1a_mut
1832;sbno1_mut;60.13652758868466;0.9918767981142657;arid1a_mut
4750;cancer_type_detailed;0.01589811844432235;0.9920824510016082;prps2_mut
4604;oncotree_code;0.01589811844432235;0.9920824510016082;prps2_mut
4458;tumor_other_histologic_subtype;0.01589811844432235;0.9920824510016082;prps2_mut
5824;agtr2_mut;173.45775356073625;0.9921362368280003;kmt2c_mut
3132;sik2_mut;0.09389606317671467;0.9925597216285862;her2_status_measured_by_snp6
1791;sbno1_mut;7.832777699779257e-05;0.992938575947609;er_status
2030;kdm3a_mut;13.665604000785722;0.9929430680897502;aff2_mut
235;3-gene_classifier_subtype;21.37879405976025;0.993039464022023;fancd2_mut
4899;ppp2r2a_mut;0.013763796743776625;0.9931417276623227;prps2_mut
6394;braf_mut;0.013677031322134365;0.9931848137772876;cellularity
373;primary_tumor_laterality;19.883667937406187;0.9932164671515452;erbb3_mut
737;cellularity;0.08770575941538593;0.9932708127989371;ndfip1_mut
886;ep300_mut;0.08770575941538593;0.9932708127989371;ndfip1_mut
6608;ccnd3_mut;28.696379368836194;0.9932816350353694;arid1b_mut
2394;npnt_mut;6.621153607583251e-05;0.9935076473653784;primary_tumor_laterality
440;primary_tumor_laterality;0.23631403313623334;0.9935457114413653;mtap_mut
3604;flt3_mut;100.96412646590657;0.9936046279993008;cdh1_mut
5197;ldlrap1_mut;0.01269832800901688;0.9936709493471008;prps2_mut
5048;nf2_mut;0.01269832800901688;0.9936709493471008;prps2_mut
5346;clrn2_mut;0.01269832800901688;0.9936709493471008;prps2_mut
3458;tumor_size;95.67650673932266;0.9938660536384323;ush2a_mut
6102;foxo1_mut;0.01211908777392136;0.9939587781227445;neoplasm_histologic_grade
2410;npnt_mut;147.19661916350918;0.9939937093036174;map3k1_mut
3158;sik2_mut;91.35076066176943;0.9940018929029978;dnah2_mut
3159;sik2_mut;91.23223944679076;0.9941582296164925;kmt2d_mut
6091;magea8_mut;0.011633984967584932;0.994199893459319;prps2_mut
5495;prr16_mut;0.011633984967584932;0.994199893459319;prps2_mut
5942;agtr2_mut;0.011633984967584932;0.994199893459319;prps2_mut
5793;ctnna1_mut;0.011633984967584932;0.994199893459319;prps2_mut
5644;dtwd2_mut;0.011633984967584932;0.994199893459319;prps2_mut
4784;ppp2r2a_mut;146.8265520940877;0.9943679704738052;map3k1_mut
2274;fam20c_mut;68.5947225475295;0.9943731099448339;birc6_mut
791;ep300_mut;53.098559609913934;0.994473825790537;notch1_mut
519;neoplasm_histologic_grade;27.462670409947993;0.9945169422947545;thsd7a_mut
1035;myo1a_mut;0.07604874230806163;0.9945478204543355;ndfip1_mut
6865;tbl1xr1_mut;238.39201467434614;0.9947089618655569;muc16_mut
6240;foxo1_mut;0.01057076583643961;0.9947285601424557;prps2_mut
6538;braf_mut;0.01057076583643961;0.9947285601424557;prps2_mut
6389;nt5e_mut;0.01057076583643961;0.9947285601424557;prps2_mut
2256;fam20c_mut;238.3260881902276;0.9947564566601119;muc16_mut
365;primary_tumor_laterality;8.690246789020721;0.9947993606851564;sf3b1_mut
1482;myo3a_mut;0.07273429035254797;0.994895292058481;ndfip1_mut
1333;mutation_count;0.07273429035254797;0.994895292058481;ndfip1_mut
2552;nek1_mut;116.82640603774104;0.9949970629031479;pik3ca_mut
1963;kdm3a_mut;89.65749770977277;0.9950535720631732;gata3_mut
2421;npnt_mut;73.85157497448074;0.995059836493838;akap9_mut
1093;fanca_mut;42.3674037435987;0.9952118428946013;col22a1_mut
6836;nr3c1_mut;0.009508668836303403;0.995256949540075;prps2_mut
6687;ccnd3_mut;0.009508668836303403;0.995256949540075;prps2_mut
539;neoplasm_histologic_grade;13.000714569273521;0.9953818630336804;cacna2d3_mut
2553;nek1_mut;277.7198163425389;0.9954108568639521;tp53_mut
1998;kdm3a_mut;29.25000231751859;0.9954633313340124;ros1_mut
197;3-gene_classifier_subtype;55.5542288557214;0.9955856906633154;lama2_mut
1538;ptprm_mut;52.218821737096064;0.9957779905903263;ncor2_mut
6985;tbl1xr1_mut;0.008447692191652579;0.9957850617958265;prps2_mut
2127;er_status_measured_by_ihc;64.08002852276128;0.9959915307749433;tbx3_mut
6162;foxo1_mut;17.48633620911563;0.9960061855097925;erbb2_mut
1682;gldc_mut;55.216559820423676;0.9960146811390582;col6a3_mut
330;primary_tumor_laterality;98.56334949146768;0.9962035117380852;cdh1_mut
1631;ptprm_mut;0.059547493820380965;0.996203626740501;ndfip1_mut
5052;ldlrap1_mut;0.36580329843324105;0.9962193852490873;cancer_type_detailed
5068;ldlrap1_mut;0.36580329843324105;0.9962193852490873;oncotree_code
200;3-gene_classifier_subtype;51.865153351698815;0.9962228596260587;ncor2_mut
2447;npnt_mut;17.33818606289609;0.9963332812881558;erbb2_mut
1969;kdm3a_mut;89.10470085470085;0.9964276963010882;kmt2d_mut
1780;gldc_mut;0.05626843352700235;0.9965094270500573;ndfip1_mut
6707;nr3c1_mut;0.35008507647224113;0.9965936657146413;oncotree_code
6691;nr3c1_mut;0.35008507647224113;0.9965936657146413;cancer_type_detailed
488;neoplasm_histologic_grade;66.69553736252969;0.9966356401274182;birc6_mut
757;ep300_mut;245.84711386714156;0.9966383550888688;nottingham_prognostic_index
1055;fanca_mut;245.8020959619178;0.996659700016493;nottingham_prognostic_index
2453;npnt_mut;23.457336100829046;0.9966812432972563;setd1a_mut
484;neoplasm_histologic_grade;72.30738598860873;0.9967044549963919;herc2_mut
3592;flt3_mut;0.16465050314771806;0.996791643682744;tumor_stage
1929;sbno1_mut;0.05136298034772522;0.9969513191636274;ndfip1_mut
2078;kdm3a_mut;0.05136298034772522;0.9969513191636274;ndfip1_mut
588;neoplasm_histologic_grade;0.15753619857504023;0.9970559841447791;mtap_mut
5826;agtr2_mut;87.35926698373943;0.9971416444109616;gata3_mut
172;3-gene_classifier_subtype;114.05305142985397;0.9971854871929604;pik3ca_mut
2226;er_status_measured_by_ihc;0.04810140368743745;0.9972343513977469;ndfip1_mut
654;cellularity;36.262233154135046;0.9972592007809872;runx1_mut
206;3-gene_classifier_subtype;38.51827330779055;0.9972715418432005;thada_mut
2037;kdm3a_mut;8.539668112429307;0.9972882372020683;jak1_mut
624;cellularity;107.91080413747079;0.997332075984194;ahnak_mut
5813;agtr2_mut;0.31404883470053513;0.997370483127237;oncotree_code
5797;agtr2_mut;0.31404883470053513;0.997370483127237;cancer_type_detailed
3749;taf4b_mut;86.98073192441815;0.9973988690101736;gata3_mut
2375;fam20c_mut;0.04484678134838693;0.997507815420436;ndfip1_mut
5054;ldlrap1_mut;8.987688509449461e-06;0.9976079876523536;chemotherapy
383;primary_tumor_laterality;19.33723501406124;0.9976115556814459;fancd2_mut
3877;hdac9_mut;0.04264630273776163;0.9976874488716795;her2_status_measured_by_snp6
2524;npnt_mut;0.04159909111229502;0.9977714050673611;ndfip1_mut
2861;type_of_breast_surgery;87.18925707661101;0.9977730102193575;kmt2d_mut
625;cellularity;107.87921265394948;0.9978070324722974;dnah11_mut
3160;sik2_mut;91.22046119120584;0.9978218979995092;ush2a_mut
2673;nek1_mut;0.03997783861551257;0.9978993916909888;ndfip1_mut
1094;fanca_mut;42.341600893965925;0.9979411351670898;pten_mut
4918;nf2_mut;242.31885243599956;0.9979898838569383;nottingham_prognostic_index
643;cellularity;36.96733802234905;0.9980127164137234;cbfb_mut
2822;sik1_mut;0.03835831085542884;0.9980247782563946;ndfip1_mut
3743;taf4b_mut;112.3865310189536;0.9980502491087186;pik3ca_mut
792;ep300_mut;36.67895300156669;0.9982353117280386;cbfb_mut
6310;nt5e_mut;25.69397172070983;0.9982893451150583;arid1b_mut
1949;kdm3a_mut;241.19778396897306;0.9983038883669675;nottingham_prognostic_index
5062;ldlrap1_mut;0.6999372164971844;0.9983362191978724;tumor_other_histologic_subtype
885;ep300_mut;0.11700256045519203;0.998354096824575;mtap_mut
736;cellularity;0.11700256045519203;0.998354096824575;mtap_mut
1373;myo3a_mut;86.0048107637851;0.9983616388081998;kmt2d_mut
3268;sik2_mut;0.03351004851682444;0.998384824921028;ndfip1_mut
3119;stk11_mut;0.03351004851682444;0.998384824921028;ndfip1_mut
5981;magea8_mut;85.85386885228407;0.9984257990470959;kmt2d_mut
3566;tumor_size;0.031897392254160564;0.9984992805672337;ndfip1_mut
3417;ptpn22_mut;0.031897392254160564;0.9984992805672337;ndfip1_mut
936;myo1a_mut;60.76455997376326;0.9985221902377701;tbx3_mut
6581;ccnd3_mut;69.47052170904414;0.9985281752145792;herc2_mut
947;myo1a_mut;41.45261593167181;0.9985402413768966;atr_mut
648;cellularity;2.3740114265415473;0.9985792767386878;akt1_mut
3715;flt3_mut;0.030286447032624175;0.9986108512762076;ndfip1_mut
6013;magea8_mut;15.776777210423775;0.9986283769384451;erbb2_mut
4013;hdac9_mut;0.02867721013051678;0.9987194665986157;ndfip1_mut
3864;taf4b_mut;0.02867721013051678;0.9987194665986157;ndfip1_mut
1034;myo1a_mut;0.10145169061587732;0.9987561355238445;mtap_mut
289;3-gene_classifier_subtype;1.2063357972544881;0.9987959033592013;akt2_mut
2135;er_status_measured_by_ihc;38.689129797100364;0.9988195125648972;col22a1_mut
4162;prkacg_mut;0.027069678831909236;0.9988250501595283;ndfip1_mut
1481;myo3a_mut;0.09703009541066224;0.9988605248971575;mtap_mut
1332;mutation_count;0.09703009541066224;0.9988605248971575;mtap_mut
4311;large1_mut;0.025463850426626487;0.9989275187941203;ndfip1_mut
914;myo1a_mut;109.78186834198794;0.9989379185068702;pik3ca_mut
1075;fanca_mut;84.24513398126913;0.998983866019341;kmt2d_mut
834;ep300_mut;8.064553118428922;0.9990208733035757;usp28_mut
4749;cancer_type_detailed;0.023859722210232335;0.9990267814962802;ndfip1_mut
4603;oncotree_code;0.023859722210232335;0.9990267814962802;ndfip1_mut
4457;tumor_other_histologic_subtype;0.023859722210232335;0.9990267814962802;ndfip1_mut
6895;tbl1xr1_mut;2.1735477904457623;0.9990898575029775;akt1_mut
1092;fanca_mut;42.41909441382905;0.9991284585411564;col12a1_mut
6701;nr3c1_mut;0.5680375505580217;0.9991572618139073;tumor_other_histologic_subtype
3150;sik2_mut;182.89713904777022;0.9991814254420421;ahnak2_mut
4898;ppp2r2a_mut;0.020656555554968287;0.9992152777888771;ndfip1_mut
1575;ptprm_mut;16.247568431582177;0.9992233621662474;kdm6a_mut
1630;ptprm_mut;0.0794384461421363;0.9992317710544347;mtap_mut
2733;sik1_mut;2.091513097306484;0.999252157986264;akt1_mut
