;missing in:;chi2:;p_value;category
5534;dtwd2_mut;345.1237573836624;7.6329347157698835e-22;kmt2d_mut
3483;tumor_size;235.4667416419353;9.82708494286039e-22;runx1_mut
6480;braf_mut;189.66998563342102;1.0905739578288213e-21;taf1_mut
5160;ldlrap1_mut;157.89015128049462;1.1173159639261826e-21;smarcc2_mut
5163;ldlrap1_mut;157.873725878278;1.1252598104306554e-21;zfp36l1_mut
4229;large1_mut;236.69271814187073;1.2184571610182459e-21;nf1_mut
2075;kdm3a_mut;117.22880725255395;1.236974812227456e-21;prkg1_mut
1927;sbno1_mut;117.2136481661798;1.2459110630134237e-21;frmd3_mut
2641;nek1_mut;150.729240587456;1.276182018106061e-21;smad4_mut
5831;agtr2_mut;343.4819661247533;1.2879434100787431e-21;dnah2_mut
5745;ctnna1_mut;172.33780935354628;1.5627963177510374e-21;lifr_mut
5894;agtr2_mut;172.33780935354625;1.5627963177510596e-21;lifr_mut
6126;foxo1_mut;379.84684578982365;1.7055368319301348e-21;ahnak_mut
6275;nt5e_mut;379.84684578982353;1.7055368319301363e-21;ahnak_mut
6890;tbl1xr1_mut;237.43360251860554;1.8003302052861908e-21;cbfb_mut
998;myo1a_mut;158.8705774034967;1.916444071779948e-21;map3k10_mut
2112;er_status_measured_by_ihc;440.8933912701858;1.9321515662080135e-21;map3k1_mut
1129;fanca_mut;181.94424624603923;2.1390330578644283e-21;ctnna3_mut
3215;sik2_mut;179.83861766290147;2.193917349592061e-21;foxo3_mut
6325;nt5e_mut;189.69235654281536;2.414399886341989e-21;pik3r1_mut
6179;foxo1_mut;189.68339375396835;2.4230955351874776e-21;ctcf_mut
6329;nt5e_mut;189.67891957983662;2.427448029090727e-21;asxl1_mut
6479;braf_mut;189.67445020889767;2.431803631077907e-21;fancd2_mut
6181;foxo1_mut;189.6744502088975;2.4318036310780482e-21;fancd2_mut
6614;ccnd3_mut;210.87099840737835;2.493986547062018e-21;setd2_mut
6276;nt5e_mut;379.84274568315016;2.7155294030757898e-21;dnah11_mut
6425;braf_mut;379.84274568315016;2.7155294030757898e-21;dnah11_mut
5009;nf2_mut;157.89015128049456;2.9168747932983545e-21;egfr_mut
3507;tumor_size;188.95018437814286;3.2511443554330562e-21;asxl1_mut
3508;tumor_size;188.9411981907136;3.2628730176823256e-21;fancd2_mut
6897;tbl1xr1_mut;237.3805389850786;3.5419095522232504e-21;thada_mut
6039;magea8_mut;172.34278529423324;3.732514856947659e-21;brca2_mut
2163;er_status_measured_by_ihc;188.254412954257;4.296073254346319e-21;pik3r1_mut
3064;stk11_mut;179.85760713797146;5.00364289778977e-21;ctnna3_mut
6755;nr3c1_mut;210.89492499384727;5.0805126454500614e-21;ros1_mut
1983;kdm3a_mut;264.1674001785942;5.173502860472276e-21;notch1_mut
6177;foxo1_mut;189.69235654281542;5.325199177825537e-21;asxl2_mut
964;myo1a_mut;197.21137977207533;5.93191074745102e-21;setd1a_mut
3479;tumor_size;235.53309092092312;6.966990968673501e-21;thada_mut
5310;clrn2_mut;157.88467031560867;7.47564184560204e-21;erbb4_mut
5743;ctnna1_mut;172.34278529423327;8.79059552256676e-21;arid2_mut
2581;nek1_mut;250.59088497727595;8.993907430395013e-21;col12a1_mut
5684;ctnna1_mut;345.1192280708342;9.066846787103332e-21;ush2a_mut
5833;agtr2_mut;345.11922807083414;9.066846787103591e-21;ush2a_mut
6760;nr3c1_mut;210.8829422691674;1.0391118825329066e-20;shank2_mut
6611;ccnd3_mut;210.88294226916736;1.0391118825329214e-20;shank2_mut
6174;foxo1_mut;189.69684517307502;1.1579249190280233e-20;adgra2_mut
5079;ldlrap1_mut;474.68753655479725;1.296981996376462e-20;kmt2c_mut
3648;flt3_mut;199.01937914703183;1.3059271155776435e-20;rb1_mut
2737;sik1_mut;236.10459383688328;2.0454194492116674e-20;stab2_mut
1961;kdm3a_mut;472.4627053585137;2.3677946880536755e-20;kmt2c_mut
6893;tbl1xr1_mut;237.3910818713451;2.4209453889714235e-20;col22a1_mut
6471;braf_mut;189.69684517307493;2.4918627630664048e-20;alk_mut
3212;sik2_mut;179.87663736298808;2.514636652310808e-20;kdm6a_mut
2423;npnt_mut;290.6153774126062;2.97218754601471e-20;birc6_mut
4864;ppp2r2a_mut;145.68050676556922;3.111033436283844e-20;agmo_mut
21;tumor_stage;84.60155773474958;3.649775514312956e-20;radio_therapy
4735;cancer_type_detailed;126.09014737695169;4.0096736650784454e-20;clk3_mut
4589;oncotree_code;126.09014737695169;4.0096736650784454e-20;clk3_mut
4443;tumor_other_histologic_subtype;126.09014737695169;4.0096736650784454e-20;clk3_mut
1112;fanca_mut;203.48274932675923;4.2305262687969204e-20;setd2_mut
5995;magea8_mut;257.8765357766707;4.630414160660596e-20;notch1_mut
5441;prr16_mut;172.35275315828602;4.636692181712777e-20;foxo3_mut
6170;foxo1_mut;189.71936099512692;5.2528554283148934e-20;afdn_mut
6473;braf_mut;189.69684517307496;5.299274635312257e-20;ubr5_mut
2636;nek1_mut;150.76394797332375;6.096587892387401e-20;map3k10_mut
3612;flt3_mut;298.9708514055278;7.760070822081078e-20;akap9_mut
6715;nr3c1_mut;634.7844926937302;7.919898401765551e-20;tp53_mut
1588;ptprm_mut;152.07705925236198;8.756316577809883e-20;pbrm1_mut
5417;prr16_mut;172.4638251862198;9.979761954893974e-20;erbb2_mut
5715;ctnna1_mut;172.4638251862198;9.979761954893974e-20;erbb2_mut
5440;prr16_mut;172.3577450987731;1.0415401326599142e-19;brca1_mut
6317;nt5e_mut;189.72840138353817;1.1004190086845085e-19;setd1a_mut
3205;sik2_mut;179.92439206965943;1.1841683999962443e-19;pik3r1_mut
3061;stk11_mut;179.88616779773872;1.2022213380700977e-19;fancd2_mut
2893;type_of_breast_surgery;171.82941086394112;1.288407599320814e-19;erbb2_mut
4304;large1_mut;118.14450227541477;1.44770098762335e-19;chek2_mut
6418;braf_mut;570.1065511394129;1.9750843633608567e-19;muc16_mut
2664;nek1_mut;112.0048592263214;2.1020177464073117e-19;gpr32_mut
3641;flt3_mut;199.06199990189833;2.2678068379045864e-19;ptprd_mut
5255;clrn2_mut;236.1826097869424;2.3852259223348566e-19;pten_mut
5003;nf2_mut;157.90662927204585;2.6131771828748207e-19;l1cam_mut
3465;tumor_size;283.89246999304106;2.722488673013651e-19;birc6_mut
4656;cancer_type_detailed;252.67642659814365;2.7850747851044826e-19;ncor2_mut
4510;oncotree_code;252.67642659814365;2.7850747851044826e-19;ncor2_mut
4364;tumor_other_histologic_subtype;252.67642659814365;2.7850747851044826e-19;ncor2_mut
5558;dtwd2_mut;228.77517383996982;2.8553067384896463e-19;stab2_mut
5676;ctnna1_mut;430.8418695098607;3.6598879549145365e-19;syne1_mut
2133;er_status_measured_by_ihc;251.46713252638932;4.217250720304954e-19;ncor2_mut
6470;braf_mut;189.71034010081482;4.734975281393311e-19;rb1_mut
5724;ctnna1_mut;172.42313036457026;4.928565485455594e-19;erbb3_mut
6022;magea8_mut;172.42313036457026;4.928565485455594e-19;erbb3_mut
5736;ctnna1_mut;172.3727530571902;5.028145264707024e-19;kdm6a_mut
4856;ppp2r2a_mut;145.69857946973428;5.211490330101486e-19;chd1_mut
5298;clrn2_mut;157.92316010590034;6.050225657455596e-19;lifr_mut
5000;nf2_mut;157.92316010590034;6.050225657455596e-19;lifr_mut
4225;large1_mut;236.74878537254756;6.495935153236602e-19;ncor1_mut
1916;sbno1_mut;117.3048433048433;6.853009480182181e-19;prkcz_mut
6119;foxo1_mut;625.4281046466754;6.94165541203986e-19;tp53_mut
1540;ptprm_mut;227.8855365951467;7.252606004962139e-19;col22a1_mut
2633;nek1_mut;150.775541769598;8.931913322199648e-19;setdb1_mut
5586;dtwd2_mut;172.3727530571902;1.0857625215212206e-18;taf1_mut
6033;magea8_mut;172.3727530571902;1.0857625215212206e-18;taf1_mut
4863;ppp2r2a_mut;145.6865245847055;1.2874551521526565e-18;erbb4_mut
2142;er_status_measured_by_ihc;218.98995183562047;1.469309080588075e-18;myh9_mut
2345;fam20c_mut;134.41475239432816;1.5252006853800356e-18;prkcq_mut
4009;hdac9_mut;104.90989921973964;1.5925581768642978e-18;akt2_mut
3860;taf4b_mut;104.90989921973964;1.5925581768642978e-18;akt2_mut
2771;sik1_mut;157.1812765957447;1.8750392147863845e-18;brca2_mut
2970;type_of_breast_surgery;85.61175460942181;1.9179499096266494e-18;ndfip1_mut
6166;foxo1_mut;189.73292890778833;1.9209572122130666e-18;usp9x_mut
6467;braf_mut;189.7238787486229;1.927536731203898e-18;thsd7a_mut
6318;nt5e_mut;189.72387874862287;1.9275367312039257e-18;thsd7a_mut
3041;stk11_mut;191.31778816885364;2.108987338003129e-18;arid1b_mut
1864;sbno1_mut;176.3965641761659;2.1327509478583996e-18;adgra2_mut
5431;prr16_mut;172.397873963022;2.291396857047933e-18;pik3r1_mut
5583;dtwd2_mut;172.38780940236202;2.300440345230401e-18;ctcf_mut
5584;dtwd2_mut;172.38278522989515;2.3049680969430044e-18;asxl1_mut
5733;ctnna1_mut;172.38278522989512;2.304968096943037e-18;asxl1_mut
5435;prr16_mut;172.3827852298951;2.3049680969430707e-18;asxl1_mut
5734;ctnna1_mut;172.37776645106476;2.309499849139198e-18;fancd2_mut
5585;dtwd2_mut;172.37776645106476;2.309499849139198e-18;fancd2_mut
4198;large1_mut;355.62677044099183;2.3136153964720695e-18;ahnak_mut
4440;tumor_other_histologic_subtype;126.11828732175506;2.9110157488857973e-18;map3k13_mut
4586;oncotree_code;126.11828732175506;2.9110157488857973e-18;map3k13_mut
4732;cancer_type_detailed;126.11828732175506;2.9110157488857973e-18;map3k13_mut
4852;ppp2r2a_mut;145.7167100683067;3.0632812757415856e-18;ncoa3_mut
5147;ldlrap1_mut;157.92868217054257;3.122700729755668e-18;arid2_mut
1816;sbno1_mut;354.230066872428;3.472288603878521e-18;ahnak_mut
6719;nr3c1_mut;422.3072048074131;3.698877995291067e-18;syne1_mut
6459;braf_mut;189.75564014732007;3.793072384735222e-18;arid1b_mut
6161;foxo1_mut;189.75564014732004;3.793072384735274e-18;arid1b_mut
5730;ctnna1_mut;172.397873963022;4.821936638159269e-18;asxl2_mut
3338;ptpn22_mut;189.10443995650152;4.84233580659936e-18;lamb3_mut
3487;tumor_size;189.1044399565015;4.84233580659943e-18;lamb3_mut
2259;fam20c_mut;421.1284724701849;5.075647850796907e-18;syne1_mut
1081;fanca_mut;285.8758875095399;5.1665038004770996e-18;akap9_mut
3712;flt3_mut;99.33541390692498;5.836403682017371e-18;prkg1_mut
5236;clrn2_mut;316.3216662751546;5.961392342041625e-18;kmt2d_mut
4938;nf2_mut;316.32166627515454;5.961392342041795e-18;kmt2d_mut
931;myo1a_mut;271.0124238624629;6.342357599634197e-18;pde4dip_mut
3151;sik2_mut;451.20850047117665;6.579816110480291e-18;kmt2c_mut
6725;nr3c1_mut;315.73582898176033;7.117989829743284e-18;dnah2_mut
6167;foxo1_mut;189.73292890778845;7.541459750405946e-18;setd2_mut
6316;nt5e_mut;189.73292890778845;7.541459750405946e-18;setd2_mut
6314;nt5e_mut;189.73292890778836;7.541459750406273e-18;ptprd_mut
6165;foxo1_mut;189.73292890778833;7.541459750406379e-18;ptprd_mut
6752;nr3c1_mut;210.93110825131387;7.588524363701308e-18;runx1_mut
1959;kdm3a_mut;554.6797311862902;7.960865098319888e-18;muc16_mut
2014;kdm3a_mut;176.39656417616587;9.08766091314847e-18;ubr5_mut
2116;er_status_measured_by_ihc;314.91012786954;9.135700934980923e-18;dnah2_mut
3343;ptpn22_mut;189.05877638147706;9.693755939889603e-18;ptprd_mut
6025;magea8_mut;172.40291436867008;1.0002137172026444e-17;adgra2_mut
5429;prr16_mut;172.40291436867005;1.0002137172026592e-17;adgra2_mut
2201;er_status_measured_by_ihc;125.33289956212914;1.1081293799938324e-17;cdkn1b_mut
2703;sik1_mut;552.8311553362275;1.2306412820308865e-17;muc16_mut
2152;er_status_measured_by_ihc;188.37742905765964;1.248990935821365e-17;ptprd_mut
6604;ccnd3_mut;210.92707037145618;1.405213947984934e-17;nf1_mut
6159;foxo1_mut;189.76019717477487;1.4571817640636284e-17;ros1_mut
6457;braf_mut;189.7601971747749;1.4571817640636487e-17;ros1_mut
5143;ldlrap1_mut;157.93974403665152;1.5111606377226e-17;foxo3_mut
4850;ppp2r2a_mut;145.72882943510587;1.6721345010593793e-17;aff2_mut
3782;taf4b_mut;210.29258691942798;1.7598920862853456e-17;nf1_mut
3852;taf4b_mut;104.94438465801728;1.8645260569306662e-17;lipi_mut
4434;tumor_other_histologic_subtype;126.13947073745277;2.0576601797078885e-17;men1_mut
4580;oncotree_code;126.13947073745277;2.0576601797078885e-17;men1_mut
4726;cancer_type_detailed;126.13947073745277;2.0576601797078885e-17;men1_mut
5731;ctnna1_mut;172.38780940236205;2.065632322734765e-17;apc_mut
5880;agtr2_mut;172.38780940236205;2.065632322734765e-17;apc_mut
6029;magea8_mut;172.38780940236202;2.0656323227347953e-17;apc_mut
3018;stk11_mut;270.3288132016807;2.1840804561909493e-17;birc6_mut
4649;cancer_type_detailed;252.76236936118087;2.2177959120700513e-17;utrn_mut
4357;tumor_other_histologic_subtype;252.76236936118087;2.2177959120700513e-17;utrn_mut
4503;oncotree_code;252.76236936118087;2.2177959120700513e-17;utrn_mut
5238;clrn2_mut;316.29608188315626;2.3563846160296983e-17;ryr2_mut
6751;nr3c1_mut;210.9391972283119;2.5669381275154944e-17;myh9_mut
3906;hdac9_mut;315.77250638974795;2.7542983455334363e-17;ryr2_mut
6164;foxo1_mut;189.74654089596459;2.8309196305124116e-17;shank2_mut
5290;clrn2_mut;157.95082961522803;3.2444073275647975e-17;ctnna3_mut
1400;myo3a_mut;208.35227577107918;3.4966736072708356e-17;nf1_mut
3491;tumor_size;189.0861448587657;3.607919848101725e-17;shank2_mut
1526;ptprm_mut;279.2994895907792;4.087087538157017e-17;herc2_mut
5728;ctnna1_mut;172.40291436867005;4.1671961628752556e-17;ubr5_mut
1528;ptprm_mut;279.1246916126206;4.3163979443125504e-17;akap9_mut
5679;ctnna1_mut;345.2903039907794;4.543037377307772e-17;ahnak_mut
6748;nr3c1_mut;210.9635704184456;4.633137763429092e-17;thada_mut
6889;tbl1xr1_mut;237.44432082438263;4.841589179460481e-17;notch1_mut
6891;tbl1xr1_mut;237.42291964524424;4.876278576403845e-17;ncor2_mut
1666;gldc_mut;403.66629169575526;5.5193037640960956e-17;map3k1_mut
4939;nf2_mut;316.31653780042984;5.714745568690861e-17;ush2a_mut
2333;fam20c_mut;134.4808579702765;5.74513035836993e-17;chd1_mut
4216;large1_mut;236.883932503209;5.836211085531162e-17;notch1_mut
3857;taf4b_mut;104.92712371190262;5.998581766927883e-17;chek2_mut
4057;prkacg_mut;277.8410843275708;6.440883385334855e-17;herc2_mut
4059;prkacg_mut;277.7643138381807;6.596696210166263e-17;akap9_mut
5978;magea8_mut;345.2855840464482;6.902191068654007e-17;dnah11_mut
3709;flt3_mut;99.35369844992749;7.339836293970471e-17;acvrl1_mut
2714;sik1_mut;315.28676189902137;7.741415885341089e-17;ush2a_mut
2035;kdm3a_mut;135.81796255248761;7.818847562700299e-17;pbrm1_mut
5721;ctnna1_mut;172.4383497002196;8.247379398330356e-17;setd1a_mut
5572;dtwd2_mut;172.4383497002196;8.247379398330356e-17;setd1a_mut
4851;ppp2r2a_mut;145.72882943510584;8.543225531302118e-17;lifr_mut
1997;kdm3a_mut;183.06706537222843;8.906750732446444e-17;map2k4_mut
3385;ptpn22_mut;124.64948517564864;9.95530973570944e-17;smad4_mut
3534;tumor_size;124.64948517564862;9.955309735709513e-17;smad4_mut
2477;npnt_mut;144.9859764072423;1.151539666485303e-16;lifr_mut
2426;npnt_mut;241.00830482937704;1.2687761747163706e-16;col6a3_mut
5289;clrn2_mut;157.9619389825996;1.4400515216540867e-16;kdm6a_mut
2719;sik1_mut;274.889541884453;1.609981307706191e-16;akap9_mut
6121;foxo1_mut;474.3479459700602;1.640677988366616e-16;ahnak2_mut
5522;dtwd2_mut;350.766032935414;1.726858936933349e-16;pik3ca_mut
4002;hdac9_mut;104.9357496209869;1.82282546045988e-16;prkce_mut
1721;gldc_mut;161.07807238803264;1.8455969026074665e-16;asxl1_mut
1122;fanca_mut;162.77387463079268;1.9672557594138154e-16;asxl2_mut
1421;myo3a_mut;166.39580611638644;2.0228030230395823e-16;apc_mut
3561;tumor_size;94.34591494196408;2.1779472352395807e-16;cdkn2a_mut
4286;large1_mut;118.21271501480689;2.3920188057169823e-16;cdkn1b_mut
3047;stk11_mut;180.011001038213;2.7340744207580435e-16;setd2_mut
5874;agtr2_mut;172.41806819201193;3.232995308763091e-16;rb1_mut
5427;prr16_mut;172.41806819201193;3.232995308763091e-16;rb1_mut
2051;kdm3a_mut;117.44272686377948;3.3288919386053654e-16;dcaf4l2_mut
1692;gldc_mut;215.1696651763292;3.480917208199368e-16;atr_mut
6888;tbl1xr1_mut;237.44432082438266;4.0636544837877435e-16;lama2_mut
2903;type_of_breast_surgery;171.73736199036466;4.1624404287680626e-16;rb1_mut
4213;large1_mut;236.8983238441841;4.853048095218446e-16;col6a3_mut
3039;stk11_mut;180.06921003045477;5.091731047595597e-16;ros1_mut
3265;sik2_mut;89.79513687948133;5.117744156887151e-16;prkg1_mut
3116;stk11_mut;89.79513687948133;5.117744156887151e-16;prkg1_mut
3117;stk11_mut;89.7849303823611;5.142214058816304e-16;frmd3_mut
1524;ptprm_mut;305.6514951859829;5.431530744927579e-16;ryr2_mut
1972;kdm3a_mut;294.9351666956069;5.875860751283388e-16;dnah5_mut
5282;clrn2_mut;157.98981698087243;6.01903485374249e-16;pik3r1_mut
5133;ldlrap1_mut;157.98981698087235;6.019034853742578e-16;pik3r1_mut
5285;clrn2_mut;157.97864780542255;6.044747564685721e-16;ctcf_mut
5138;ldlrap1_mut;157.96750261102582;6.070514002808064e-16;fancd2_mut
4989;nf2_mut;157.9675026110258;6.070514002808146e-16;fancd2_mut
5085;ldlrap1_mut;316.4889042961979;7.227541955585589e-16;cdh1_mut
1715;gldc_mut;161.14368557064694;7.366859405448011e-16;adgra2_mut
4551;oncotree_code;126.24640843018805;7.384875289017138e-16;usp28_mut
4405;tumor_other_histologic_subtype;126.24640843018805;7.384875289017138e-16;usp28_mut
4697;cancer_type_detailed;126.24640843018805;7.384875289017138e-16;usp28_mut
2759;sik1_mut;157.30432666079145;7.817614302240056e-16;pik3r1_mut
6382;nt5e_mut;93.83992489419423;9.245690653255179e-16;acvrl1_mut
3044;stk11_mut;180.04005826119462;9.69394723941759e-16;shank2_mut
3445;tumor_size;344.3774075282091;1.009754818850065e-15;pik3ca_mut
1694;gldc_mut;215.15371868315583;1.0600615622099382e-15;ncor1_mut
5871;agtr2_mut;172.43327110981394;1.1977587236230545e-15;thsd7a_mut
5722;ctnna1_mut;172.43327110981392;1.1977587236230707e-15;thsd7a_mut
5784;ctnna1_mut;85.18616966785082;1.2007638600861853e-15;kras_mut
4281;large1_mut;118.22796204687373;1.5077602698733695e-15;prkcq_mut
3164;sik2_mut;253.35438466978698;1.7142991312872494e-15;pde4dip_mut
4711;cancer_type_detailed;126.18204071295187;1.7738804532784078e-15;egfr_mut
4419;tumor_other_histologic_subtype;126.18204071295187;1.7738804532784078e-15;egfr_mut
4565;oncotree_code;126.18204071295187;1.7738804532784078e-15;egfr_mut
2605;nek1_mut;151.0337695060319;2.0791104905051675e-15;erbb3_mut
2048;kdm3a_mut;117.44272686377948;2.098368075172707e-15;prkcq_mut
5862;agtr2_mut;172.46893685284167;2.246775197215147e-15;lamb3_mut
5863;agtr2_mut;172.46893685284167;2.246775197215147e-15;arid1b_mut
5714;ctnna1_mut;172.46893685284167;2.246775197215147e-15;arid1b_mut
5564;dtwd2_mut;172.46893685284164;2.2467751972151777e-15;lamb3_mut
5565;dtwd2_mut;172.46893685284164;2.2467751972151777e-15;arid1b_mut
790;ep300_mut;231.81766372231817;2.505384242556752e-15;lama2_mut
6221;foxo1_mut;93.87032287034684;2.896975171922443e-15;or6a2_mut
6884;tbl1xr1_mut;237.4694689913225;3.0815174138993332e-15;utrn_mut
2709;sik1_mut;329.9325013133699;3.353894407960903e-15;ahnak_mut
3608;flt3_mut;299.1183979414344;3.589701025143154e-15;ryr2_mut
4211;large1_mut;236.93444195714738;3.650879103342018e-15;utrn_mut
4843;ppp2r2a_mut;145.75924151176022;3.759365502685301e-15;ctnna3_mut
4844;ppp2r2a_mut;145.75314606500925;3.7682064985981496e-15;brca1_mut
796;ep300_mut;207.96739788555675;3.937039407024488e-15;pten_mut
3989;hdac9_mut;105.00508672130523;3.9629130498073876e-15;gps2_mut
3595;flt3_mut;586.2825099308305;4.024141155710702e-15;tp53_mut
1853;sbno1_mut;117.99172153234991;4.034729481619012e-15;sf3b1_mut
3998;hdac9_mut;104.96168217393301;4.038398424807038e-15;foxp1_mut
6009;magea8_mut;172.49457852834135;4.187931941827774e-15;map2k4_mut
5718;ctnna1_mut;172.44343378099325;4.265787564013075e-15;ptprd_mut
5420;prr16_mut;172.44343378099322;4.2657875640131365e-15;ptprd_mut
5869;agtr2_mut;172.44343378099322;4.2657875640131365e-15;setd2_mut
6018;magea8_mut;172.44343378099322;4.2657875640131365e-15;setd2_mut
6600;ccnd3_mut;210.95949710904418;4.290359716588121e-15;ncor1_mut
4783;ppp2r2a_mut;292.50676140630264;4.403297509065254e-15;gata3_mut
5130;ldlrap1_mut;157.9954105856927;4.7443010786603635e-15;alk_mut
5284;clrn2_mut;157.97864780542253;4.774007086377712e-15;apc_mut
4141;prkacg_mut;111.20349845867088;4.78160375151127e-15;nrg3_mut
2469;npnt_mut;145.04722160101593;4.945325994187025e-15;ctnna3_mut
3927;hdac9_mut;210.3577498756626;5.2374406674129504e-15;ncor1_mut
4502;oncotree_code;252.7957553709646;5.273055001232544e-15;birc6_mut
4648;cancer_type_detailed;252.7957553709646;5.273055001232544e-15;birc6_mut
4356;tumor_other_histologic_subtype;252.7957553709646;5.273055001232544e-15;birc6_mut
2761;sik1_mut;157.28184572467336;6.187024007555034e-15;apc_mut
1813;sbno1_mut;393.76551547867336;6.306383238008392e-15;syne1_mut
478;neoplasm_histologic_grade;308.355924891278;7.228852285649594e-15;cdh1_mut
6594;ccnd3_mut;210.98400403421357;7.26087202274671e-15;col12a1_mut
6743;nr3c1_mut;210.9840040342136;7.260872022746809e-15;col12a1_mut
5414;prr16_mut;172.47405406357046;7.858691662910275e-15;ros1_mut
2610;nek1_mut;150.97454469876132;8.595236404292566e-15;pik3r1_mut
3772;taf4b_mut;210.40699762030312;8.779654102836423e-15;col12a1_mut
318;primary_tumor_laterality;71.89282873402954;9.04155009550636e-15;tumor_stage
1072;fanca_mut;327.61404178261944;9.3676356548557e-15;dnah11_mut
2160;er_status_measured_by_ihc;156.02668495557396;9.860124777475145e-15;alk_mut
1146;fanca_mut;121.89265134553031;1.0253902066705416e-14;egfr_mut
3896;hdac9_mut;421.5106177888127;1.1430744066298316e-14;kmt2c_mut
6454;braf_mut;189.8014339273023;1.2291447505229782e-14;runx1_mut
6305;nt5e_mut;189.8014339273022;1.229144750522996e-14;runx1_mut
2577;nek1_mut;226.83509630606352;1.2295237843021884e-14;lama2_mut
6431;braf_mut;283.9681789469418;1.4394245288829002e-14;dnah5_mut
